OBJECTID,BLD_ID,DEV_ID,DEV_NAME,NGHDNUM,POLICEDIVI,BLDG_POSTC,TOTAL_RESU,MRKT_UNIT,RGI_UNIT,YEAR_BUILT,BUILDING,BUILDFORM,FLR_ABV_GR,BLD_DESC,X,Y,LONGITUDE,LATITUDE
177,3757,26,Thistletown 2,2,23,M9V 3S5,12,0,12,1968,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,297403.659,4844244.663,-79.591633,43.7401268
622,4052,83,High Park Quebec,88,11,M6P 2T3,6,0,6,1969,Towns & Wkups,Walkup Apartment Building,2,2 - Storey  Walk-Up Apt.Bldg.,307371.844,4834931.023,-79.467921,43.6563249
716,5618,104,May Robinson Apartments,86,14,M6K 2T4,299,0,299,1959,High Rise,High Rise Apt. Bldg. & 1-storey,11,11 - Storey High Rise Apt. Bldg. & 1 - Storey wing,309918.979,4833362.107,-79.436358,43.64219
717,5619,104,May Robinson Apartments,86,14,M6K 2T2,98,0,98,1959,Low Rise,Low Rise Apt. Bldg.Elevator,2,2 - Storey Low Rise Apt. Building,309965.137,4833347.706,-79.435786,43.6420601
719,5580,483,O'Hara Ave. (22),86,14,M6K 2P8,13,5,8,1918,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Low Rise Apt. Bldg.,310042.331,4833338.397,-79.434829,43.6419758
712,4935,416,Dufferin Gwynne,85,14,M6K 3E5,114,51,63,1980,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,310578.464,4833069.527,-79.428187,43.6395518
714,4015,57,Dunn Avenue,85,14,M6K 1S6,384,0,384,1971,High Rise,High Rise Apt. Bldg.Elevator,20,20 - Storey High Rise Apt. Bldg.,310127.038,4833143.912,-79.433781,43.6402246
715,5029,465,Laxton Ave (3),85,11,M6K 1K8,42,20,22,1953,High Rise,High Rise Apt. Bldg.Elevator,8,8 - Storey High Rise Apt. Bldg.,309807.939,4833023.91,-79.437737,43.6391465
733,4017,68,Spencer Avenue,85,14,M6K 3C9,57,0,57,1974,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,310420.221,4832823.529,-79.43015,43.6373386
734,5478,469,Springhurst Dowling,85,11,M6K 3G7,138,48,90,1989,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,309819.008,4832571.13,-79.437604,43.6350706
736,5496,489,Tyndall Ave (102),85,14,M6K 2E2,54,22,32,1992,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,310514.679,4832751.594,-79.42898,43.6366904
698,4714,835,SHOP Houses CHU 08,83,14,M6H 3H9,7,0,7,1992,Houses,House Semi-Detached Multiplex,3,3 - Storey Semi-Detached House -Sixplex,310155.954,4835156.679,-79.433403,43.6583419
701,4707,835,SHOP Houses CHU 08,83,14,M6H 1G1,7,0,7,1991,Houses,House Semi-Detached Multiplex,2,2 - Storey House -Sixplex,309992.822,4834678.726,-79.43543,43.654041
629,4016,90,McCormick Park,84,14,M6K 1T7,106,1,105,1959,Mid Rise,Mid Rise Apt. Bldg.Elevator,6,6 - Storey Mid Rise Apt. Bldg.,310236.184,4834137.085,-79.432418,43.6491637
702,4713,835,SHOP Houses CHU 08,84,14,M6J 3K2,6,0,6,1992,Houses,House Detached Multiplex,3,3 - Storey Detached House -Sixplex,310708.743,4833676.81,-79.426566,43.6450173
600,4736,695,Bartlett Ave. (331),93,13,M6H 3G8,13,15,-2,1905,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,309866.459,4836572.595,-79.436978,43.671089
608,4924,413,Campbell Antler,93,11,M6P 3V7,12,5,7,1979,Towns & Wkups,Stacked Townhouse,2,2 - Storey Stacked Townhouse,308864.611,4835903.091,-79.449407,43.6650688
609,5585,491,Carling Irene,93,14,M6G 3R9,9,5,4,1994,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Low Rise Apt. Bldg.,310862.338,4835646.885,-79.424639,43.662749
630,4000,87,Pendrith Park,93,14,M6G 1S1,54,0,54,1964,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Low Rise Apt. Bldg.,310779.852,4835958.745,-79.425658,43.6655567
631,6010,493,Perth Ave (136-152),93,11,M6P 4G5,18,7,11,1994,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,308854.546,4835100.389,-79.449538,43.6578431
632,6028,493,Perth Ave (136-152),93,11,M6P 4G5,50,18,32,1994,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,308837.523,4835174.71,-79.449749,43.6585122
206,5607,101,Westacres,4,23,M9W 4C6,15,1,14,1957,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,299193.823,4842617.863,-79.569391,43.7254993
1530,3948,50,Flemingdon Park,44,54,M3C 1C2,18,0,18,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318632.584,4841675.86,-79.328142,43.7169129
1531,90102,50,Flemingdon Park,44,54,M3C 1C1,21,0,21,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318685.516,4841557.36,-79.327488,43.7158453
1532,90103,50,Flemingdon Park,44,54,M3C 1C1,21,0,21,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318685.516,4841557.36,-79.327488,43.7158453
1533,90104,50,Flemingdon Park,44,54,M3C 1C1,18,0,18,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318685.516,4841557.36,-79.327488,43.7158453
1534,90105,50,Flemingdon Park,44,54,M3C 1C1,15,0,15,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318685.516,4841557.36,-79.327488,43.7158453
1535,90106,50,Flemingdon Park,44,54,M3C 1C1,12,0,12,1962,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318685.516,4841557.36,-79.327488,43.7158453
1536,5640,190,Glenyan Manor,44,54,M3C 3J2,247,0,247,1981,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid  Rise Apt. Bldg.,318347.963,4841746.448,-79.331672,43.7175537
476,5510,120,Centennial Apartments,43,54,M4A 1A2,198,0,198,1967,High Rise,High Rise Apt. Bldg.Elevator,11,11 - Storey High Rise Apt. Bldg. (with att. Structure (Recreation Room)),320524.072,4841530.269,-79.304672,43.7155652
477,5511,120,Centennial Apartments,43,54,M4A 1A1,18,0,18,1967,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,320561.223,4841505.676,-79.304212,43.7153431
478,5512,120,Centennial Apartments,43,54,M4A 1A1,12,0,12,1967,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,320590.003,4841526.607,-79.303854,43.7155309
489,4342,1,O'Connor Drive,43,54,M4A 1A5,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,320919.828,4841680.617,-79.299756,43.7169102
490,4343,1,O'Connor Drive,43,54,M4A 1A5,6,0,6,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Sixplex,320849.712,4841644.512,-79.300627,43.7165867
492,4345,1,O'Connor Drive,43,54,M4A 1A5,8,0,8,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,320886.34,4841659.164,-79.300172,43.7167178
493,4347,1,O'Connor Drive,43,54,M4A 1A4,9,0,9,1966,Towns & Wkups,Townhouse Back to Back Multifam.,3,3 - Storey Townhouse Back to Back Multifam,320746.411,4841679.256,-79.301908,43.7169016
494,4351,1,O'Connor Drive,43,54,M4A 1A5,10,0,10,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,320793.2,4841747.071,-79.301326,43.717511
495,4352,1,O'Connor Drive,43,54,M4A 1A4,10,0,10,1966,Towns & Wkups,Townhouse Back to Back Multifam.,3,3 - Storey Townhouse Back to Back Multifam,320752.866,4841646.58,-79.301829,43.7166073
496,4355,1,O'Connor Drive,43,54,M4A 1A6,92,0,92,1966,Mid Rise,Mid Rise Apt. Bldg.Elevator,7,7 - Storey Mid Rise Apt. Bldg.,320819.363,4841713.06,-79.301002,43.7172043
504,4346,1,O'Connor Drive,43,54,M4A 1A3,9,0,9,1966,Towns & Wkups,Townhouse Back to Back Multifam.,3,3 - Storey Townhouse Back to Back Multifam,320711.31,4841668.688,-79.302344,43.7168072
505,4348,1,O'Connor Drive,43,54,M4A 1A3,9,0,9,1966,Towns & Wkups,Townhouse Back to Back Multifam.,3,3 - Storey Townhouse Back to Back Multifam,320675.206,4841662.408,-79.302792,43.7167514
506,4349,1,O'Connor Drive,43,54,M4A 1A3,9,0,9,1966,Towns & Wkups,Townhouse Back to Back Multifam.,3,3 - Storey Townhouse Back to Back Multifam,320639.101,4841658.223,-79.303241,43.7167145
507,4350,1,O'Connor Drive,43,54,M4A 1A3,10,0,10,1966,Towns & Wkups,Townhouse Back to Back Multifam.,3,3 - Storey Townhouse Back to Back Multifam,320639.101,4841622.119,-79.303242,43.7163896
508,4353,1,O'Connor Drive,43,54,M4A 1A3,10,0,10,1966,Towns & Wkups,Townhouse Back to Back Multifam.,3,3 - Storey Townhouse Back to Back Multifam,320677.299,4841627.873,-79.302767,43.7164405
1638,4316,20,Leslie Nymark,52,33,M2J 4K7,13,0,13,1973,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,315586.594,4848337.392,-79.365809,43.776926
1639,4318,20,Leslie Nymark,52,33,M2J 4L2,14,0,14,1973,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,315615.822,4848308.878,-79.365447,43.7766689
1640,4319,20,Leslie Nymark,52,33,M2J 4L1,15,0,15,1973,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse Multifam,315622.859,4848282.712,-79.36536,43.7764332
1623,3618,48,Allenbury Gardens,47,33,M2J 2Z2,12,0,12,1965,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,317337.771,4848720.264,-79.344047,43.7803449
1232,5951,701,Asquith Park,98,53,M4W 1J6,192,121,71,1984,High Rise,High Rise Apt. Bldg.Elevator,17,17 - Storey High Rise Apt. Bldg.,314041.906,4836669.309,-79.385198,43.6719194
739,3975,214,Church Granby,75,51,M5B 2E5,274,0,274,1972,High Rise,High Rise Apt. Bldg.Elevator,13,13 - Storey High Rise Apt. Bldg.,314546.351,4835524.516,-79.378963,43.6616082
740,5521,128,Collegeview Apartments,75,51,M5B 1T2,340,9,331,1970,High Rise,High Rise Apt. Bldg.Elevator,20,20 - Storey High Rise Apt. Bldg.,314276.997,4835375.715,-79.382306,43.6602721
1267,5445,209,Jarvis Carlton Apartments,75,51,M4Y 3A3,82,0,82,1995,High Rise,High Rise Apt. Bldg.Elevator,10,10 - Storey High Rise Apt. Bldg.,314696.547,4835634.501,-79.377099,43.6625963
1269,5965,718,Mutual St. (145),75,51,M5B 2K5,145,98,47,1985,High Rise,High Rise Apt. Bldg.Elevator,15,15 - Storey High Rise Apt. Bldg.,314758.305,4835246.417,-79.376341,43.6591023
1270,5998,724,Mutual St. (25),75,51,M5B 2K1,97,64,33,1983,High Rise,High Rise Apt. Bldg.Elevator,11,11 - Storey High Rise Apt. Bldg.,314919.444,4834715.511,-79.374349,43.6543128
1322,5442,193,Wellesley Jarvis Place,75,51,M4Y 2X8,212,0,212,1991,High Rise,High Rise Apt. Bldg.Elevator,11,11 - Storey High Rise Apt. Bldg.,314569.899,4835995.071,-79.378663,43.6658437
1325,5509,902,Wood St. (95),75,51,M4Y 2Z3,72,30,42,1993,Mid Rise,Mid Rise Apt. Bldg. & Towns,0,7 - Storey Mid Rise Apt. Bldg. & 4-Storey block of townhouses,314574.658,4835655.357,-79.37861,43.6627856
2208,78446,802,Carlton St. (92),75,52,M5B 1M5,110,38,72,2010,High Rise,High Rise Apt. Bldg.Elevator,12,12 - Storey High Rise Apt. Bldg.,314606.727,4835600.825,-79.378213,43.6622943
2212,78442,810,60 Richmond Housing Co-op,75,51,M5C 1N8,85,38,47,2010,High Rise,High Rise Apt. Bldg.Elevator,11,11 - Storey High Rise Apt. Bldg.,314771.228,4834517.345,-79.376194,43.6525396
1263,3904,66,Bleecker Street 1,74,51,M4X 1M3,327,0,327,1969,High Rise,High Rise Apt. Bldg.Elevator,24,24 - Storey High Rise Apt. Bldg.,314879.229,4836525.724,-79.374817,43.6706162
1323,3905,74,Wellesley St. E (200),74,51,M4X 1G3,719,8,711,1970,High Rise,High Rise Apt. Bldg.Elevator,29,29 - Storey High Rise Apt. Bldg.,314972.971,4836242.189,-79.37366,43.6680628
1013,4788,313,Pembroke Mews,73,51,M5A 2N6,6,0,6,1978,Towns & Wkups,Townhouse Sixplex,4,4 - Storey Townhouse (id),315151.744,4835047.236,-79.371463,43.6572957
823,5539,145,Broadview Manor,67,54,M4K 3Y5,131,1,130,1978,Mid Rise,Mid Rise Apt. Bldg.Elevator,5,5 - Storey Mid Rise Apt. Bldg.,316092.805,4837162.489,-79.359755,43.6763304
837,3817,89,Greenwood Park,70,55,M4L 1L2,81,0,81,1960,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Low Rise Apt. Bldg.,318650.451,4836079.491,-79.328063,43.6665389
838,5465,379,Jones Ave. (52-54),70,55,M4M 2Z8,9,2,7,1995,Houses,House Semi-Detached Multiplex,3,3 - Storey Semi-Detached House - Fourplex,318199.802,4835784.875,-79.333658,43.6638952
839,5688,309,Jones Curzon,70,55,M4M 2Z7,15,4,11,1985,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318296.285,4835737.231,-79.332463,43.6634646
844,5578,374,Louvain Ave. (29),70,55,M4M 3M7,51,8,43,1993,Towns & Wkups,Walkup Apartment Building,4,4 - Storey Low Rise Apt. Bldg.,317937.063,4835634.227,-79.33692,43.6625439
845,5527,133,May Birchard Apartments,70,55,M4M 3G4,29,0,29,1973,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,316746.84,4835584.466,-79.351679,43.6621159
863,5464,378,Queen St. (1167),70,55,M4M 1L5,40,6,34,1995,Mid Rise,Mid Rise Apt. Bldg.Elevator,5,5 - Storey Mid Rise Apt. Bldg.,318262.632,4835628.983,-79.332883,43.6624909
866,5673,179,Riverdale Mews,70,55,M4M 3K1,22,13,9,1983,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,318093.925,4836747.416,-79.334944,43.6725526
1289,4809,316,South St. Jamestown 1,71,51,M4X 1A6,13,1,12,1890,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex (hist),315245.538,4835940.438,-79.370286,43.6653427
1290,4810,316,South St. Jamestown 1,71,51,M4X 1A6,14,1,13,1880,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex (hist),315259.123,4835920.932,-79.370118,43.6651669
1291,4811,316,South St. Jamestown 1,71,51,M4X 1A6,14,0,14,1945,Houses,House Semi-Detached Multiplex,3,3-Storey Semi-detached House - Multiplex (hist),315260.481,4835941.713,-79.370101,43.665354
1302,4823,336,South St. Jamestown 2,71,51,M4X 1C8,11,1,10,1890,Houses,House Semi-Detached Multiplex,2,2 - Storey  Semi-Detached House - Multiplex  (hist),315281.767,4836138.802,-79.369833,43.6671277
1304,4826,336,South St. Jamestown 2,71,51,M4X 1N8,11,0,11,1880,Houses,House Semi-Detached Multiplex,2,2 - Storey Semi-detached House - Multiplex,315239.78,4836159.777,-79.370353,43.6673171
1309,4831,336,South St. Jamestown 2,71,51,M4X 1G8,6,0,6,1890,Houses,House Semi-Detached Multiplex,2,2 - Storey House -Sixplex,315121.719,4836179.889,-79.371817,43.6674998
1310,4832,336,South St. Jamestown 2,71,51,M4X 1G8,7,0,7,1890,Houses,House Multiplex,2,2 - Storey House - Multiplex,315161.248,4836194.518,-79.371327,43.667631
1311,4833,336,South St. Jamestown 2,71,51,M4X 1G8,10,0,10,1880,Houses,House Row Multiplex,2,2.5-Storey  Row House Multiplex (hist.),315169.766,4836196.406,-79.371221,43.6676478
1312,4834,336,South St. Jamestown 2,71,51,M4X 1G9,9,0,9,1880,Houses,House Semi-Detached Multiplex,2,2 - Storey Semi-detached House - Multiplex,315214.491,4836204.981,-79.370666,43.6677244
1315,4837,336,South St. Jamestown 2,71,51,M4X 1G9,10,0,10,1885,Houses,House Semi-Detached Multiplex,2,2 - Storey Semi-detached House - Multiplex,315232.771,4836210.549,-79.370439,43.6677742
1316,4838,336,South St. Jamestown 2,71,51,M4X 1G9,7,0,7,1885,Houses,House Semi-Detached Multiplex,2,2 - Storey  Semi-Detached House - Multiplex  (hist),315239.917,4836212.725,-79.370351,43.6677937
1421,3673,12,Sheppard Yatescastle,25,31,M3L 1Y3,12,0,12,1963,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,304444.374,4844380.18,-79.504223,43.7413845
1422,3674,12,Sheppard Yatescastle,25,31,M3L 1Y3,12,0,12,1963,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,304416.061,4844371.469,-79.504575,43.7413061
1423,3675,12,Sheppard Yatescastle,25,31,M3L 1Y3,12,0,12,1963,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,304608.15,4844411.543,-79.50219,43.7416668
1424,3676,12,Sheppard Yatescastle,25,31,M3L 1Y7,12,0,12,1963,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,304180.269,4844283.303,-79.507502,43.7405123
1425,3677,12,Sheppard Yatescastle,25,31,M3L 1Y3,12,0,12,1963,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,304296.714,4844311.795,-79.506057,43.7407688
1431,3761,44,Yorkwoods Village,25,31,M3N 2M2,9,0,9,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Fourplex,303781.429,4845328.684,-79.512456,43.7499213
1437,3779,44,Yorkwoods Village,25,31,M3N 2M2,7,0,7,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303878.743,4845297.691,-79.511247,43.7496425
1438,3781,44,Yorkwoods Village,25,31,M3N 2M2,7,0,7,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303797.544,4845265.46,-79.512256,43.7493523
1439,3787,44,Yorkwoods Village,25,31,M3N 2M2,17,0,17,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303777.09,4845398.104,-79.51251,43.7505462
1440,3790,44,Yorkwoods Village,25,31,M3N 2M2,17,0,17,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303806.222,4845303.89,-79.512148,43.7496982
1441,3792,44,Yorkwoods Village,25,31,M3N 2M2,14,0,14,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303758.495,4845328.064,-79.512741,43.7499157
1447,3774,44,Yorkwoods Village,25,31,M3N 1J4,9,0,9,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Fiveplex,303746.455,4845230.276,-79.51289,43.7490355
1448,3777,44,Yorkwoods Village,25,31,M3N 1J1,6,0,6,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,304046.266,4845127.735,-79.509164,43.7481044
1449,3780,44,Yorkwoods Village,25,31,M3N 1J1,7,0,7,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303938.639,4845201.464,-79.5105,43.7487679
1450,3782,44,Yorkwoods Village,25,31,M3N 1J4,8,0,8,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303795.34,4845153.672,-79.512283,43.7483461
1451,3783,44,Yorkwoods Village,25,31,M3N 1J1,8,0,8,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,304025.927,4845102.312,-79.509416,43.7478755
1452,3785,44,Yorkwoods Village,25,31,M3N 1J4,9,0,9,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303882.526,4845248.419,-79.5112,43.749199
1453,3788,44,Yorkwoods Village,25,31,M3N 1J1,17,0,17,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303998.809,4845164.6,-79.509753,43.7484361
1455,3794,44,Yorkwoods Village,25,31,M3N 1J1,15,0,15,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303933.131,4845154.431,-79.510569,43.7483445
1456,3795,44,Yorkwoods Village,25,31,M3N 1J4,36,0,36,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303768.629,4845204.069,-79.512615,43.7487997
1457,3796,44,Yorkwoods Village,25,31,M3N 1J1,18,0,18,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,304075.927,4845079.006,-79.508795,43.7476658
1242,5443,203,George Barker Manor,104,53,M4S 3C8,155,3,152,1993,High Rise,High Rise Apt. Bldg.Elevator,8,8 - Storey High Rise Apt. Bldg.,313896.362,4839606.394,-79.386954,43.6983581
1243,5429,740,Holly Park,104,53,M4S 3A4,156,103,53,1977,High Rise,High Rise Apt. Bldg. & Towns,15,15 - Storey High Rise Apt. Bldg. and Townhouses,313200.179,4840510.049,-79.395577,43.7065
1244,5430,740,Holly Park,104,53,M4S 3A5,14,9,5,1977,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Apt. Bldg attached wing,313137.344,4840500.243,-79.396357,43.7064124
1245,5551,157,Janet Magee Manor,104,53,M4S 3A3,167,0,167,1980,High Rise,High Rise Apt. Bldg.Elevator,10,10 - Storey High Rise Apt. Bldg.,313318.526,4839380.245,-79.394126,43.6963294
1404,3800,51,Sentinel Road,27,31,M3J 1T4,12,0,12,1963,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,304890.566,4845611.066,-79.498684,43.752464
1405,3801,51,Sentinel Road,27,31,M3J 1T4,26,0,26,1963,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,304840.11,4845657.27,-79.49931,43.7528799
390,5546,152,Sheppard Place,34,32,M3H 5X7,301,0,301,1980,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,309725.395,4846266.496,-79.438641,43.7583474
1383,5565,198,Overbrook Place,34,32,M3H 6B1,79,13,66,1993,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,307652.61,4846438.066,-79.464382,43.7599025
392,5523,130,West Don Apartments,35,32,M2R 2A4,389,0,389,1972,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,309114.424,4849965.666,-79.446198,43.7916481
216,5600,207,Champlain Place,33,32,M3H 6B2,132,40,92,1995,Mid Rise,Mid Rise Apt. Bldg.Elevator,5,5 - Storey Mid Rise Apt. Bldg.,309186.492,4843646.358,-79.445354,43.734766
217,5438,185,Faywood Place,33,32,M3H 5Z4,40,14,26,1989,Low Rise,Low Rise Apt. Bldg.Elevator,3,3 - Storey Low Rise Apt. Bldg.,309056.09,4843708.153,-79.446972,43.735323
218,5630,110,King High Acres,33,32,M3H 3A6,31,0,31,1962,Towns & Wkups,Walkup Apartment Building,3,3-Storey Walk-Up Apt. Bldg.,309368.074,4843808.919,-79.443099,43.7362282
379,5531,137,Beecroft Manor,37,32,M2N 5W4,283,2,281,1974,High Rise,High Rise Apt. Bldg.Elevator,10,10 - Storey High Rise Apt. Bldg.,311585.335,4847355.239,-79.415529,43.7681329
391,5564,169,The Kempford,37,32,M2N 6J9,239,0,239,1986,High Rise,High Rise Apt. Bldg.Elevator,14,14 - Storey High Rise Apt. Bldg.,311609.151,4848226.096,-79.415222,43.7759712
399,4299,31,Willowdale Avenue,51,32,M2N 5B4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
400,4300,31,Willowdale Avenue,51,32,M2N 5B4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
401,4301,31,Willowdale Avenue,51,32,M2N 5B4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
402,4302,31,Willowdale Avenue,51,32,M2N 5B4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
403,4303,31,Willowdale Avenue,51,32,M2N 5B4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
404,4304,31,Willowdale Avenue,51,32,M2N 5B4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
406,4306,31,Willowdale Avenue,51,32,M2N 5B4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
